image_name_1,year,location,tags,transcription,transcription_id,description,description_id,object,object_id
001 (50).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"OFFICES.
Personnel.
FC. 27868
Buying.
FC. 27855",TRUE,Bottom: A man in a suit sitting at a desk. Top: Two woman sit at desks in an office. One woman is staring at the camera and the other woman is typing on a typewriter. To the back of the room are plants sitting on top of file cabinets and drawers ,FALSE,
001 (51).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FC. 27867
Typists.
FC. 27846
OFFICES.
Telephone.",TRUE,Bottom: Three women at desks working. Top: Two women working in an office environment. One woman seated at a desk with a headset appears to be operating radio or communication equipment. The other woman is seated at a nearby desk smiling while looking at paperwork.,FALSE,
001 (52).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"OFFICES.
Stock Control
FC. 27852.
Wages.
F.C. 27870",TRUE,Bottom: 4 men in suits at a table. They appear to be in a room overlooking the factory. Top: 3 women working at a desk surrounded by paperwork.,FALSE,
001 (53).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"Quality Control.
FC. 27810.
Planning.
F.C. 27864.",TRUE,Bottom: Men and women sat in work uniform in front of what appears to be radio equipment. The man in a suit differs from the group's attire. Top: A group of men and women in a laboratory or workshop setting with most of them dressed in white lab coats. They are seated at workstations with various technical or electronic equipment.,FALSE,
001 (54).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"First Aid
FC. 27871
Development
(Manchester Road).
FC. 27869",TRUE,"Bottom: A room full of men working on machines. There is another room to the left that can be seen through the window. There are lights hanging from the ceiling and technology in front of all of the men. Top: Three women in medical uniforms with one pouring from a bottle, one washing hands, and another in the background",FALSE,
001 (55).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FC. 27857
Impregnating
FC. 27814
'ARTOS'
Wire Cutters",TRUE,"Bottom: A factory with men working. There is a conveyer belt in the front with metal parts, a man to the right working with a big machine, and men in the background working on some smaller things. Top: A man and woman working by a machine that can be seen threading a thin material.",TRUE,pressure heater unit
001 (56).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"Plating
F.C C. 27809
Shipping.
F.C. C. 27851",TRUE,"Bottom: An office where three men and two women write in ledgers. One man is smoking a pipe and there is a window that lets you see into the next room where there is a clock that says the time is 11:20. Top: Factory with 6 men standing, some are dipping things into large containers.",TRUE,mixers
001 (57).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: Seven men working in a factory. All are sitting but one in the center is standing at what might be a large press or drill. Three to the right are using smaller machines. Top: 5 men working in a factory. The man in the foreground is sitting on a work stool with his back to camera observing his machine. 2 men in the background are looking at the camera.,TRUE,metalworking machine; press
001 (58).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"Rivetting.
FC. 27811.
Bliss
Presses
(21B 11.0 ILO - 55.18 vs)
FC. 27804.",TRUE,"Bottom: Industrial unit with five workstations, each with a man sat on a stool moving something flat from a plastic crate into machine in front of him. Machinery has a white finger guard cage. Top: Women sitting at tables at a workshop assembling radios.",TRUE,machine
001 (59).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Rows of women working in a factory. The machines they are working at are using spools of cable. In the background are many more spools in racks.,TRUE,machine
001 (60).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"Transformer Winding
'Douglas'
Winder.
R. 27796.
FC. 27803.",TRUE,"Bottom: A woman working on a large piece of machinery, smiling. Top: There is a factory with many women working on a machine. Every woman is sitting working on one of these machines. There are beams holding up the ceiling and lights hanging from the ceiling. ",TRUE,electrical coil winding machine
001 (61).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FC. 27802.
Chassis Assembly
Lines
(Middle Shop)
FC. 27806.
Sub-Assembly Lines
(Top Shop)",TRUE,Women working in a factory with large machinery in front of them.,TRUE,machines
001 (62).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: Women working in a factory. Top: About six rows of women at work in a factory. Some women uses a white cylindrical machine and others use smaller tools and equipment. A coat rack and a row of windows line the wall.,TRUE,machines; television
001 (63).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Bottom: A room of men in dark lab coats assembling television sets. A conveyor belt of components stands next to each row. Top: Men and women working in a factory. Most are seated at stations. Some stations have electronic equipment, others have bins with parts.",TRUE,television; wires
001 (64).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: Two women smile at their workstations. Top: Woman smiling dressed in a polka dot shirt layered with a knitted jumper on top. She is sitting next to other women while working a piece of machinery.,TRUE,thermionic valve test machine; cathode ray tube
001 (65).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FC. 27807
Cabinet
Fitting
FC. 27813.
Chassis
Test",TRUE,Bottom: Men in work coats operating machinery to make goods. Men stood surrounded by packaged boxes piled high. Top: A factory floor containing a number of men and women sitting in rows working on electric assemblies. A set of roller-tracks separates each row of workers and some of the assemblies are on the roller-tracks.  ,TRUE,machine; communication equipment
001 (67).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: 5 men working - it seems they are working on fixing televisions. Top: Three men with lab coats are in a room. One of them has medium length hair and is just left of the middle. The other two men are on the left and have short hair. There is a row of televisions and the men are standing to the side of different televisions. They are older box tvs there is pipes along the walls and tubing as well. The walls are brick and there are lights hanging from the ceiling. ,TRUE,televisions
001 (68).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Bottom: Men working on drilling machines in a workshop. Two men are at a table. Top: A two-floor building with a sign reading ""DESPATCH BAY MAINS RADIO"" and an awning that contains the letters ""SWL10"" and other illegible text. Two trucks labeled ""RADIO RENTALS LTD"" one of which says ""RENT OR BUY YOUR RADIO AND TELEVISION"" are parked facing away from the building. A man in a white jacket stands outside the building facing sideways. ",TRUE,press; lathe
001 (69).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Bottom: A group of factory workers working on different tasks. In the foreground a man is filing a component in a clamp, while 2 men are discussing over a large piece of paper, and 3 more men in the background. Top: A factory floor with 6 men standing at individual lathes all wearing overalls and concentrating on operating the lathes. In the foreground is some sort of apparatus ",TRUE,speakers; saw
001 (70).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FC. 27848.
Kitchen
Staff.
FC. 27858.
Shipping Bay.",TRUE,"Bottom: 14 people standing posing for picture in a commercial kitchen/cafeteria. A man in chef's hat stands in the middle another man is to the far right the rest are women. A menu is is in the background. Top: A man wearing a dark long protective coat and using a hand controlled forklift to load boxes on a truck at a loading bay outside a building. A sign on the outside of the building says ""DESPATCH BAY MAINS RADIO"". The truck says ""COTTON TRANSPORT"" ""GUY"" ""KEIGHLEY BROS HAULAGE CONTRACTORS DUTTON"" ""Phone Stonybrook 231"" the number plate is ""423 ATC"". The forklift has ""Lansing Bagnell"" written on the side. The truck already has 10 boxes and the man is adding 2 more on top. Another man in light long protective coat is writing on a clipboard a third man in dark long protective coat is delivering another box to the loading bay.",FALSE,
001 (71).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"KITCHEN
FC 25680
FC 25679",TRUE,"Bottom: An industrial kitchen featuring a large range hood and multiple cooking appliances with two large sinks in the background. Top: An industrial kitchen area. There are hand basins on the far left. The middle of the shows two large metal lidded cylinders with small pipes connecting them to a series of cabinets, some with large cooking trays stacked underneath them. A fire safety blanket dispenser is attached to one of two supporting pillars. On the right is a large unlit gas-powered cooking hob with four big metal pots on top of it.",FALSE,
001 (72).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,TRUE,"FC. 25678
FC. 27805
CAFETERIA.",TRUE,Bottom: A cafeteria with tables and four seats per table. There are windows on the left wall with a door in the back. There are windows to another room in the back wall.  Top: An empty serving counter in a works canteen. There is a water heater for tea and coffee a steel metal counter and tray rest in front. Behind the counter the kitchen is partially visible through frosted glass panels. The counter is brightly lit with fluorescent tube lighting. ,FALSE,
001 (73).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Bottom: A man in a jumpsuit and apron operating a sheet metal guillotine with the words ""Rushworth Sowerby Bridge"" on the front. Top: A man is sat at a desk with a writing implement in his hand. There are files against the wall behind him. ",FALSE,
001 (74).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: A steel roller conveyor in the foreground. A white painted cinder block wall with vents mounted above waist-high stations with rows of glass bottles. Below the stations are shelves with boxes that are taped shut. In the center of the picture there's a chemical fire extinguisher. Top: An industrial machine with wire material being cut and collected in a hopper as part of the process,FALSE,
001 (75).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Women working in a factory. The one closest to the camera has a ponytail and is next to a woman leaning over inspecting work. Two more women's faces can be seen in the background.,FALSE,
001 (76).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom: A woman looking back over her shoulder holding a pencil in her right hand. She is seated in front of a piece of factory equipment. Top: A woman wearing a white coat works on a piece of electronic equipment. Behind her another woman watches her work closely while smiling.,FALSE,
001 (77).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom Right: A piece of machinery with a cylindrical housing on the right and a rectangular housing on the left. There is a horizontal axle between the two surrounded by various support structures. Bottom Left: Against a wall in an industrial room stand four tall metal cabinets of varied design but similar dimensions. These cabinets bear various dials switches controls wires plugs and screens. The furthest to the left is shorter than the others and appears to have another smaller device on top of the cabinet. The cabinets are connected by wires to each other. Top Right: A pair of CRT television sets and various electronic parts on a workbench in an industrial room. More television sets and parts are on tables and workbenches behind. Top Left: Empty factory interior showing various work-stations.,TRUE,communication equipment; domestic CRT television set
001 (78).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom Right: A room with three televisions on tables. Components lay all around and a chair with a piece of clothing sits on the left side of the picture.  Left: A Horizontal Surface Grinder. A Drill Press can also be seen in the background. Top Right: An industrial machine with a viewing window in the center of the top of the machine. On the counter top of the machine filament is being fed through workings terminating in a spooler. There is a catch tray in the front.,TRUE,television
001 (79).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom Left: A person is pushing a rectangular object up a low sloping framework using a device comprising a base that sits on casters. The person is holding the device via a pair of handles and its base appears to be slightly longer than 1 metre. The object sat on the device has a dark wood-effect on the side that is facing the camera and an irregular hole (roughly rectangular) cut out of the top quarter of the panel facing us. That panel appears slightly scuffed or dented. The object has a dark (metal) band or plate across what seems to be the bottom of it and there appears to be a caster visible at the edge of that base. The face of the person pushing the device is not visible. They are wearing dark shoes and trousers and a long white overcoat. Bottom Right: There is a big box on its side and a man bending over inside to work on it. It is laying on a metal bracket with another box to the right of it. Top Right: A man in dark suit and tie leaning a cabinet shell onto trolley. Chipped paint on the brick wall behind him with a dark bare floor. Top Left: A  man in a suit in front of a white brick wall displaying a wooden cabinet with an open front and a hole cut in the side. The man holds the handle of the wheeled trolley used to transport the cabinet.,TRUE,metal ramp; conveyer mechanism; container
001 (80).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom Left: A white-coated man on the right is handling a box with wheels and with openings on two sides. The box is in a tray which is either being raised or lowered between a slanted and a horizontal surface. A similar box with some electronic components is on the left. Bottom Right: An empty wooden box standing on a metal table. The box is missing one side and has a square-ish hole cut out of another side. Top Right: A wooden cabinet with wheels or castors at one end and a trapezoidal hole with rounded corners on the side placed in a shallow container. A similar shallow container to the right is tilted to a near vertical position. Top Left: Two boxes on a wheeled trolley located on an inclined framework. The boxes have a grill on one side and and an inset plate with holes on the side closest to the viewer.,TRUE,machine; cabinet; television
001 (81).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom Left: A brick building with overhead fluorescent lights with a row of windows to one side and a series of four silk screen printing screens at 45 degrees spaced along a worktop with undermount slide-in screen frames. Bottom Right: A three-dimensional industrial designer's model sits on a large wooden workbench. The model shows an arrangement of workbenches pallets and building features and two standing workers. Top Left: An industrial machine stands on the floor of an industrial building. It is connected by a large hose to a large vent attached to the brick wall of the building. Top Right: A machine with different containers piled up around it,FALSE,
001 (82).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Bottom: Men engaged in construction work on scaffolding. The Beckside Mill chimney is in the background. Two men one white and shirtless the other black and fully dressed stand on a scaffold beside stacks of bricks. Another man stands below. Top Left: A construction site with half-built brick walls and stacks of bricks in front of older industrial buildings. Three workers appear two of them working on a scaffold. A partially obscured sign on the wall in the background reads F.H. BAXTER LIMITED. Two towers rise from the industrial buildings behind. The furthest has lettering at the top ""BECKSIDE MILLS LTD."" Top Right: A partially demolished factory with two contractors huts in the foreground plus a crane and truck behind.",FALSE,
001 (83).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Six smiling women wearing dresses standing side by side indoors in front of a manned camera on wheels with ""ABC TV"" written on the camera. Each woman is holding a sign with a number from 1 to 6 in descending order.",TRUE,ABC Television Studio Broadcast cameras; camera dolly
001 (84).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,A white woman with wavy dark hair in a knee-length formal dress and high heels singing to the accompaniment of a white man on the piano in a factory setting. Series of metal pipes run across the image overhead above the audience who are seated in rows looking out of the photograph. To the left is a TV camera on wheels with the cameraman's foot resting on a raised platform.,TRUE,ABC Television Studio Broadcast cameras; microphone
001 (85).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,A man and woman with crossed legs and clasped hands sits in an audience. He is dressed in a suit coat and sweater and she is dressed in a black dress and pearls. The audience is mostly women in dresses singing.,FALSE,
001 (86).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,A man and woman clasp hands whilst performing in front of a television camera in a well lit television studio. The camera has a seated male operator and there is a male assistant at the base of the metal ladder which supports the camera. The camera has two large and two small wheels at the base. To the side is another man wearing earphones and reading from a script or manual. There are various pieces of television equipment placed around the studio on tables and shelves. ,TRUE,television studio camera; monitor; microphone
001 (87).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,FALSE,,FALSE,
001 (88).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE, Bottom Right: A workshop filled with tools and machinery. In the foreground stands a large machine made by The Butler Machine Tool Co Halifax England. Top Right: Women working in a factory with some packing boxes in the foreground. Left: Two women and a man pose for a photo in front of a plain backdrop. The man in is in the middle wearing a dark suit and the two young women are on each side of him. One wears a darker dress cinched at the waist with a belt and the other a light coloured dress and smart jacket.,TRUE,black and white television sets; flatbed trolley
001 (89).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,A man in a suit and a woman in a leopard print dress sitting on a cart in front of a wall of tv's. The cart is being pushed by a man in a suit with white pants. Both man show flecks of white on their shoulders. There is an audience watching in the background.,TRUE,black and white CRT television sets; clip-on microphone; monitors
001 (90).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,"Loading dock of a building with word ""BAIRD"" in large letters. Boxes on the dock. Two trucks. The building has a tall chimney. More buildings uphill in the background.",FALSE,
001 (91).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Bottom Left: A cricket team on a field. Most players are wearing pale jumpers with lines at the neckline or open shirts. The two men standing at the edges are wearing long pale coats. Behind them to the right is a man practicing with a cricket bat in front of a car in front of a beamed building. Bottom Right: A group of people are standing around talking to one another. A man in the middle is showing off something to the lady in the middle. The rest of the people are looking at the man and lady in the middle. Top Right: 2 well-dressed men and 1 well-dressed woman on a tour of factory floor where workers are assembling electrical components.Top Left: A man in dark suit shaking the hand of a woman in a light coloured coat surrounded by workers on a factory floor.,FALSE,
001 (92).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,37 smiling men in dinner jackets and bow ties pose in a curtain-walled room. Most of the men are standing but five at the front are kneeling. Several men at the back have been elevated. A few are holding drink glasses. ,FALSE,
001 (93).jpg,1940-1970,Radio Rentals,1940; assembled; baird; bill; Bradford; chairman; company; containing; factory; former; gramophone; green; images; including; lidget; mains; photographs; radio; related; rentals; television; walter; warnes,FALSE,,TRUE,Back cover of a black photo album,FALSE,
